area_sqft,bedrooms,bathrooms,stories,parking_spaces,house_age,distance_city_km,property_type,location_quality,furnishing_status,mainroad,basement,has_garden,price
1205,2,1.0,3,1.0,20,2.0,House,Medium,Semi-Furnished,No,No,No,12905793
4669,7,5.0,2,3.0,48,2.4,Townhouse,Medium,Unfurnished,Yes,No,No,40675444
3502,5,2.0,1,3.0,39,29.4,House,Medium,Unfurnished,Yes,Yes,No,28543270
3716,7,,1,2.0,54,9.2,Apartment,High,Unfurnished,Yes,No,No,32218179
4958,7,2.0,3,1.0,34,26.6,Apartment,High,Furnished,Yes,Yes,Yes,43852284
3767,5,5.0,1,0.0,29,30.2,Townhouse,Low,Semi-Furnished,Yes,Yes,Yes,32747348
4261,3,3.0,2,3.0,10,3.3,Townhouse,Medium,Semi-Furnished,Yes,Yes,No,36929812
970,1,,1,3.0,21,31.0,Apartment,Medium,Semi-Furnished,Yes,Yes,Yes,9838811
5599,1,2.0,1,1.0,47,11.5,House,Low,,No,No,No,41855142
3165,3,5.0,2,2.0,21,16.2,Apartment,High,Furnished,Yes,Yes,No,32048046
1389,6,1.0,1,3.0,2,4.4,House,Medium,Furnished,No,Yes,Yes,18470087
5370,4,3.0,2,2.0,13,33.7,Apartment,Medium,Furnished,Yes,No,Yes,44935042
4894,4,2.0,3,0.0,32,22.9,Villa,High,Furnished,Yes,No,No,42765413
770,2,3.0,1,2.0,34,20.7,Townhouse,High,Unfurnished,Yes,Yes,No,8926439
1617,4,2.0,1,3.0,54,38.8,Apartment,High,Unfurnished,No,No,No,11222116
545,5,4.0,1,3.0,51,14.0,House,Low,Semi-Furnished,Yes,Yes,No,7095445
2088,7,2.0,3,1.0,29,35.7,Apartment,Premium,Semi-Furnished,Yes,No,Yes,22803508
1054,6,1.0,2,2.0,30,29.1,Apartment,Medium,Unfurnished,No,Yes,No,8597913
4744,5,1.0,2,1.0,44,37.2,Apartment,,Semi-Furnished,Yes,No,Yes,34510060
3611,7,4.0,1,2.0,2,36.4,Apartment,Low,Unfurnished,Yes,Yes,Yes,30736777
6380,3,2.0,3,0.0,32,,Townhouse,High,Unfurnished,Yes,No,No,50711046
4984,7,2.0,1,1.0,26,6.1,Apartment,Medium,Unfurnished,Yes,Yes,Yes,42466368
4149,3,4.0,3,1.0,43,32.0,Villa,High,Furnished,Yes,No,Yes,37827759
3531,1,2.0,1,1.0,44,32.4,Apartment,High,Semi-Furnished,Yes,No,No,27303769
779,3,2.0,3,1.0,36,26.1,House,High,Semi-Furnished,Yes,No,No,7965613
874,1,2.0,1,0.0,36,11.9,House,High,Furnished,No,No,Yes,8168241
4178,1,2.0,1,2.0,38,38.6,Townhouse,Premium,Furnished,Yes,Yes,Yes,35802220
476,7,4.0,2,1.0,31,9.0,Apartment,Medium,Semi-Furnished,Yes,No,No,8478480
706,6,3.0,1,3.0,12,20.5,Apartment,Medium,Furnished,Yes,No,Yes,10569540
1775,2,5.0,1,0.0,15,21.3,House,High,Unfurnished,Yes,Yes,Yes,18072113
5799,6,4.0,2,2.0,40,,House,Medium,Semi-Furnished,Yes,No,Yes,50843354
3226,1,1.0,1,0.0,34,,House,Medium,Unfurnished,No,No,No,22722747
4742,2,2.0,2,2.0,13,4.5,Apartment,High,Semi-Furnished,Yes,No,No,41425813
2939,5,,3,1.0,48,28.0,Apartment,Medium,Semi-Furnished,No,No,Yes,23328049
1497,3,3.0,1,1.0,53,34.1,Villa,High,Unfurnished,Yes,Yes,No,13433028
2695,6,,2,2.0,34,14.6,House,Medium,Semi-Furnished,Yes,No,No,24369591
1004,7,5.0,1,3.0,12,28.7,House,High,Semi-Furnished,Yes,No,No,15576608
5110,1,2.0,2,1.0,51,7.1,Apartment,Low,Semi-Furnished,Yes,No,No,39465779
1560,1,3.0,1,3.0,13,34.0,Apartment,Medium,Unfurnished,Yes,Yes,Yes,14339137
2727,7,1.0,1,0.0,23,38.1,Townhouse,High,Unfurnished,Yes,No,No,23491517
6379,4,5.0,1,1.0,47,7.0,House,Medium,Unfurnished,Yes,Yes,Yes,51767721
4031,4,5.0,3,1.0,28,28.0,Apartment,Medium,Furnished,No,No,No,33596159
3224,4,4.0,1,3.0,13,20.7,Townhouse,Medium,Furnished,Yes,No,Yes,30028983
3735,4,2.0,3,0.0,4,21.7,House,,Unfurnished,Yes,Yes,No,33550451
5193,5,1.0,3,1.0,19,28.6,Apartment,Medium,Semi-Furnished,No,No,No,41479142
1989,5,4.0,2,1.0,36,,House,Low,Semi-Furnished,Yes,No,Yes,17819424
4300,2,3.0,1,3.0,39,24.4,House,High,Furnished,Yes,No,Yes,36982620
5729,5,5.0,3,1.0,12,10.0,House,Medium,Unfurnished,Yes,Yes,No,50700058
3913,5,4.0,3,3.0,8,15.8,House,Medium,Semi-Furnished,Yes,No,No,37012512
3151,1,3.0,1,2.0,38,34.7,House,Medium,Semi-Furnished,Yes,No,No,22337044
1328,3,5.0,3,2.0,8,5.3,Apartment,Low,Unfurnished,Yes,No,Yes,13834640
1952,6,5.0,3,3.0,3,24.3,Townhouse,Low,Unfurnished,Yes,Yes,No,21505034
6173,5,3.0,1,0.0,26,8.2,House,Premium,Unfurnished,No,No,Yes,52045525
3724,1,1.0,1,1.0,31,34.0,House,High,Semi-Furnished,Yes,No,No,28953115
2273,1,1.0,3,2.0,13,23.6,House,Low,Semi-Furnished,No,No,Yes,19479787
2981,5,,1,0.0,11,16.7,House,High,Semi-Furnished,Yes,No,No,29449572
3947,4,3.0,2,0.0,12,10.7,House,Medium,Unfurnished,Yes,No,No,33586389
3702,7,1.0,1,,18,18.0,House,Low,Furnished,Yes,Yes,Yes,32854263
4683,4,1.0,3,3.0,0,38.3,Townhouse,High,Semi-Furnished,No,No,No,40308659
2007,7,4.0,1,2.0,0,20.9,Villa,Medium,Furnished,No,No,Yes,23529552
4377,2,4.0,1,1.0,20,19.3,Villa,Medium,Unfurnished,Yes,No,No,38815513
3128,4,1.0,1,2.0,1,30.1,Apartment,High,Furnished,Yes,No,No,27808208
6140,1,3.0,1,2.0,17,15.8,House,Medium,Furnished,Yes,No,Yes,50514098
1405,5,1.0,2,3.0,31,,House,Medium,Furnished,Yes,No,Yes,15061743
1348,2,4.0,1,3.0,1,14.1,Apartment,Medium,Furnished,Yes,No,No,15157899
3243,4,5.0,3,,33,6.9,Villa,High,Semi-Furnished,Yes,Yes,No,35557367
3525,3,5.0,2,0.0,34,28.8,Apartment,High,Semi-Furnished,Yes,No,No,29391586
4629,2,3.0,1,3.0,31,35.0,Apartment,High,Semi-Furnished,No,No,Yes,37267781
2894,1,4.0,3,1.0,34,36.3,Apartment,Medium,Semi-Furnished,Yes,Yes,No,22109062
5977,4,5.0,2,1.0,44,35.4,Apartment,High,Furnished,No,No,No,47040141
3318,7,4.0,3,2.0,3,,Apartment,Medium,Unfurnished,Yes,No,No,30928180
1232,2,3.0,1,2.0,9,12.1,House,Medium,Semi-Furnished,No,No,Yes,13108609
1171,3,4.0,3,1.0,17,25.9,House,Low,Furnished,Yes,Yes,Yes,14655622
6339,2,3.0,2,3.0,37,38.2,Apartment,High,Unfurnished,Yes,No,Yes,50186409
1261,6,5.0,3,0.0,48,29.4,Apartment,Medium,Unfurnished,Yes,No,No,10295997
6184,3,3.0,2,0.0,50,20.3,Villa,Medium,Unfurnished,Yes,No,No,49812302
2132,7,5.0,3,0.0,32,27.9,Apartment,Medium,Semi-Furnished,Yes,No,No,18905970
1015,2,1.0,2,3.0,22,31.1,House,Low,Furnished,No,No,Yes,7581618
2293,1,1.0,1,1.0,22,36.9,House,Premium,Unfurnished,Yes,No,No,19179797
4168,5,1.0,1,1.0,3,30.8,House,High,Semi-Furnished,No,Yes,Yes,36619515
3038,5,3.0,3,2.0,25,17.9,Townhouse,Medium,Semi-Furnished,Yes,Yes,No,28887568
5202,7,4.0,3,1.0,28,11.7,House,High,Semi-Furnished,Yes,No,Yes,47762232
4146,7,2.0,2,2.0,11,20.5,Townhouse,Medium,Semi-Furnished,No,No,No,37017007
2874,7,1.0,3,0.0,42,13.8,Townhouse,High,Furnished,Yes,No,No,26134350
4289,5,5.0,1,0.0,44,37.8,Apartment,Low,Unfurnished,Yes,No,Yes,32208371
6327,3,4.0,1,3.0,16,20.8,Apartment,Medium,Unfurnished,Yes,No,Yes,53097130
2941,4,4.0,2,1.0,50,19.4,Apartment,Medium,Semi-Furnished,Yes,No,No,22010628
1378,1,3.0,2,0.0,5,14.6,House,Medium,Semi-Furnished,No,Yes,Yes,14699041
2923,4,3.0,3,1.0,50,25.9,House,Medium,Semi-Furnished,No,No,Yes,23039955
5532,3,1.0,3,1.0,42,21.3,Apartment,Low,Unfurnished,Yes,No,No,40659841
1766,1,1.0,1,1.0,12,6.0,Apartment,Premium,Unfurnished,Yes,Yes,No,18626597
6192,2,5.0,3,1.0,35,34.9,House,Low,Furnished,Yes,No,Yes,50215640
4009,4,2.0,2,2.0,17,15.0,House,Low,Unfurnished,Yes,Yes,Yes,34859369
4089,3,4.0,3,0.0,43,17.9,House,,Semi-Furnished,Yes,Yes,No,33114844
2368,7,4.0,1,1.0,8,9.0,Townhouse,Medium,Semi-Furnished,No,No,No,23966454
6018,4,2.0,1,1.0,13,22.6,Apartment,Low,Unfurnished,Yes,No,Yes,47283695
668,7,2.0,1,2.0,16,28.4,House,Medium,Unfurnished,Yes,No,No,8702243
2256,5,4.0,3,3.0,10,35.4,Townhouse,High,Semi-Furnished,Yes,Yes,Yes,27062261
2981,1,1.0,1,3.0,18,3.0,House,Low,Semi-Furnished,No,No,Yes,26237116
3337,2,3.0,3,1.0,33,39.0,House,Premium,Unfurnished,Yes,Yes,No,28628950
3318,5,5.0,3,2.0,34,28.4,House,Medium,Semi-Furnished,Yes,No,No,29076339
1344,4,4.0,1,0.0,30,12.1,Apartment,,Unfurnished,Yes,Yes,No,14767779
1814,3,4.0,3,2.0,10,9.0,Townhouse,Low,Unfurnished,Yes,No,No,18413948
1026,4,1.0,1,0.0,11,12.5,House,High,Unfurnished,Yes,Yes,No,12971332
3913,7,1.0,1,0.0,50,35.2,House,High,,Yes,No,Yes,29100561
2572,3,2.0,2,2.0,13,12.4,House,Low,Semi-Furnished,Yes,No,Yes,24191035
3872,1,2.0,1,0.0,5,19.1,House,Low,Furnished,Yes,Yes,No,31873951
4017,3,1.0,1,1.0,24,28.5,Apartment,Medium,Unfurnished,Yes,No,Yes,30514965
4697,7,5.0,1,0.0,0,35.0,Villa,Low,Semi-Furnished,Yes,No,No,43381351
3759,6,1.0,2,2.0,18,26.7,House,Premium,Semi-Furnished,Yes,Yes,Yes,35280535
4370,6,4.0,1,3.0,47,30.4,Apartment,Medium,Semi-Furnished,Yes,Yes,No,35585447
4002,7,3.0,1,2.0,14,7.8,House,Medium,Semi-Furnished,Yes,No,No,37230729
4397,1,4.0,2,3.0,38,35.2,Townhouse,Premium,Unfurnished,Yes,No,No,37870503
4180,2,2.0,2,1.0,26,11.8,House,High,Semi-Furnished,Yes,No,No,34482227
2363,1,2.0,3,0.0,19,6.0,House,High,Unfurnished,Yes,No,Yes,24316157
1940,1,4.0,1,0.0,36,39.1,House,Medium,Semi-Furnished,Yes,No,No,14177281
5213,6,2.0,2,0.0,32,8.9,Villa,Medium,Unfurnished,Yes,No,No,44484513
2523,7,4.0,3,0.0,17,6.3,House,Medium,Semi-Furnished,No,No,Yes,25962865
3772,2,1.0,2,,12,25.4,Villa,Medium,,Yes,No,No,32106268
1641,6,,1,0.0,50,,Apartment,Medium,,Yes,Yes,No,12467438
3060,4,4.0,2,2.0,9,6.2,Townhouse,Low,Unfurnished,No,No,No,28417456
3654,1,4.0,2,0.0,52,24.4,Townhouse,Medium,Semi-Furnished,Yes,No,No,27880890
4237,7,1.0,1,2.0,25,30.6,House,Medium,Semi-Furnished,Yes,Yes,Yes,36387999
3634,7,5.0,2,1.0,54,31.9,House,Medium,Semi-Furnished,Yes,Yes,No,31235736
2631,4,1.0,1,2.0,19,7.1,Apartment,Low,Unfurnished,Yes,No,No,23016202
6268,5,5.0,2,2.0,31,22.7,House,Medium,Unfurnished,Yes,Yes,No,51947830
3552,3,4.0,3,3.0,33,32.7,Apartment,Medium,Unfurnished,Yes,No,Yes,28259775
5340,6,5.0,2,1.0,18,7.3,Apartment,High,Semi-Furnished,Yes,No,Yes,47371732
4907,4,,3,1.0,11,9.1,Townhouse,High,Semi-Furnished,No,No,No,47190709
3827,7,2.0,1,2.0,28,1.1,Apartment,Medium,Semi-Furnished,Yes,No,Yes,34890597
5812,1,4.0,3,2.0,36,21.5,House,Low,Semi-Furnished,Yes,No,No,45323522
1226,2,2.0,3,1.0,14,,Apartment,Medium,Semi-Furnished,No,No,No,13526440
6022,7,3.0,3,2.0,42,29.2,House,Low,Semi-Furnished,Yes,Yes,Yes,50709746
5593,3,2.0,3,1.0,35,38.5,House,Medium,Semi-Furnished,No,No,Yes,41893150
3496,3,3.0,2,1.0,9,9.1,Apartment,Premium,Semi-Furnished,Yes,No,No,33388973
4887,6,5.0,2,1.0,51,26.3,House,Medium,Unfurnished,Yes,No,Yes,40181608
3597,2,3.0,3,3.0,2,9.3,Townhouse,Medium,Furnished,Yes,No,Yes,33886623
2076,4,1.0,3,2.0,35,,House,High,Furnished,Yes,Yes,Yes,23059178
5289,3,2.0,2,0.0,24,30.6,Townhouse,Medium,,Yes,Yes,Yes,43682166
1937,2,4.0,1,3.0,35,17.9,House,Low,Furnished,Yes,Yes,No,16904765
2352,7,3.0,1,2.0,42,37.9,House,Low,Furnished,Yes,Yes,Yes,20994400
3591,2,3.0,1,0.0,37,21.8,Apartment,Premium,Semi-Furnished,Yes,No,No,31948248
5516,1,3.0,1,2.0,35,7.1,Apartment,Low,Semi-Furnished,No,No,No,42937298
2772,5,2.0,1,2.0,46,18.5,Villa,Medium,Semi-Furnished,No,No,No,24469645
3439,7,3.0,1,3.0,38,8.9,House,High,Unfurnished,Yes,Yes,Yes,32763608
702,1,4.0,3,1.0,44,35.2,House,Medium,Unfurnished,No,No,No,5540958
1150,5,5.0,1,2.0,22,27.9,Villa,High,Semi-Furnished,Yes,No,No,15376272
788,4,4.0,2,1.0,11,14.3,Apartment,Low,Furnished,Yes,No,Yes,11206813
885,6,5.0,2,1.0,12,21.6,Villa,Medium,Unfurnished,Yes,No,No,14072964
5704,1,5.0,1,2.0,33,27.1,Apartment,Medium,Furnished,Yes,No,No,46112950
5544,7,1.0,3,3.0,29,31.5,Townhouse,Premium,Semi-Furnished,Yes,No,No,48119426
5422,5,2.0,3,3.0,4,4.1,Apartment,Medium,Semi-Furnished,No,No,Yes,46911738
786,6,2.0,3,3.0,11,1.9,Apartment,Low,Unfurnished,Yes,No,No,9593422
919,3,1.0,3,2.0,53,5.5,House,Premium,Semi-Furnished,Yes,Yes,No,13509456
2147,7,1.0,2,2.0,39,16.4,Apartment,Low,Unfurnished,Yes,Yes,No,17419766
3870,5,4.0,3,1.0,41,19.2,Townhouse,High,Unfurnished,Yes,No,Yes,34290133
2471,1,2.0,1,3.0,10,6.3,House,High,Unfurnished,Yes,Yes,Yes,24580965
3399,7,1.0,3,1.0,3,17.0,Apartment,Medium,Unfurnished,No,Yes,No,30274795
1496,6,2.0,3,1.0,16,18.2,Apartment,High,Unfurnished,Yes,No,Yes,15715936
4871,3,2.0,1,3.0,47,5.3,Townhouse,High,Semi-Furnished,Yes,Yes,Yes,41919351
2349,4,1.0,2,2.0,27,36.7,House,Low,Semi-Furnished,No,Yes,Yes,19628625
852,3,1.0,2,1.0,43,24.4,Townhouse,Premium,Unfurnished,Yes,No,No,9841691
4943,4,4.0,1,3.0,26,16.2,Apartment,Premium,Furnished,No,No,No,45485701
5911,7,5.0,3,3.0,26,20.8,Townhouse,High,Semi-Furnished,No,No,Yes,52902180
538,7,3.0,1,1.0,33,13.3,House,Medium,,Yes,No,No,8818287
3091,2,4.0,1,2.0,52,34.3,House,Medium,Semi-Furnished,Yes,Yes,No,24269769
5454,7,5.0,1,1.0,24,23.4,House,Medium,Unfurnished,No,No,No,46597958
4722,4,5.0,3,2.0,32,20.3,Apartment,Low,Furnished,No,No,No,40089986
5632,5,1.0,1,3.0,50,36.5,Townhouse,Medium,Furnished,Yes,Yes,No,44963613
2962,6,5.0,2,2.0,20,33.7,Townhouse,Medium,Semi-Furnished,Yes,Yes,No,27243763
2702,4,1.0,3,3.0,46,32.7,House,High,Semi-Furnished,No,No,Yes,21958553
4740,4,1.0,1,2.0,29,9.8,Townhouse,Medium,Semi-Furnished,Yes,Yes,Yes,41239712
1379,4,3.0,3,3.0,48,7.0,Apartment,Medium,Semi-Furnished,Yes,No,No,14718484
1898,7,4.0,1,1.0,25,27.9,Apartment,Medium,Semi-Furnished,Yes,No,No,18370837
4085,3,1.0,3,1.0,34,19.3,Apartment,Medium,Semi-Furnished,Yes,No,No,31736244
4494,2,2.0,1,1.0,17,27.7,House,,Unfurnished,No,Yes,No,39403928
1174,3,2.0,1,3.0,34,30.7,Apartment,High,Unfurnished,Yes,No,Yes,11448749
3525,2,2.0,3,2.0,17,12.5,House,Low,Unfurnished,Yes,No,Yes,30272549
2657,3,,3,0.0,33,12.1,Apartment,Low,Unfurnished,Yes,No,Yes,23360836
3485,1,2.0,3,,43,20.1,House,High,Semi-Furnished,No,Yes,Yes,29588876
6248,1,2.0,3,2.0,23,,Villa,Medium,Furnished,Yes,No,No,52568013
913,6,1.0,2,3.0,23,27.0,House,High,Unfurnished,Yes,No,Yes,10950353
6472,1,1.0,1,1.0,17,30.1,Apartment,Low,Unfurnished,No,Yes,No,46902359
3169,4,1.0,1,2.0,40,19.4,Villa,,Unfurnished,Yes,Yes,No,25382087
5121,6,3.0,2,3.0,32,29.2,Apartment,Medium,Semi-Furnished,Yes,No,No,41330174
3018,6,3.0,2,2.0,28,20.9,Villa,High,Semi-Furnished,Yes,No,No,30448784
2331,4,3.0,2,3.0,1,28.8,House,Premium,Semi-Furnished,No,No,Yes,26673368
5112,2,5.0,1,2.0,6,9.8,House,High,Furnished,Yes,No,Yes,48612846
4610,7,3.0,2,2.0,0,29.8,Apartment,Medium,Furnished,Yes,No,No,41126865
1321,6,1.0,1,3.0,46,28.9,Villa,High,Furnished,Yes,Yes,No,17068719
4717,5,2.0,1,2.0,46,11.4,Townhouse,Low,Furnished,Yes,No,No,37862827
5006,1,,1,0.0,3,22.7,House,Medium,Semi-Furnished,Yes,Yes,Yes,40314337
2796,1,5.0,2,1.0,2,34.4,Townhouse,Premium,Semi-Furnished,Yes,No,No,29215269
6050,3,2.0,2,0.0,42,10.7,Townhouse,Medium,Unfurnished,Yes,Yes,No,49543420
4327,2,1.0,1,2.0,28,29.7,Apartment,Premium,Furnished,Yes,No,No,37718093
2468,7,4.0,2,0.0,16,38.2,House,Medium,Unfurnished,Yes,No,Yes,22922297
514,2,3.0,1,2.0,33,,Apartment,Low,Unfurnished,Yes,No,Yes,1367366
4533,2,1.0,1,1.0,13,16.7,House,Medium,Unfurnished,Yes,No,No,36407349
1714,7,4.0,1,0.0,10,24.7,Apartment,High,Semi-Furnished,Yes,No,No,18889797
5026,6,2.0,2,0.0,20,39.7,Townhouse,Medium,Semi-Furnished,No,No,No,40732968
3626,2,5.0,3,2.0,49,23.2,House,High,Unfurnished,No,Yes,Yes,33272266
3273,3,5.0,1,,42,5.5,Apartment,Low,Semi-Furnished,Yes,No,No,27816970
1440,4,2.0,1,3.0,10,2.8,House,High,Semi-Furnished,Yes,No,Yes,18169449
4754,5,3.0,1,3.0,30,31.8,House,Medium,Furnished,Yes,No,Yes,38983194
1453,7,3.0,2,2.0,48,17.5,House,Low,Unfurnished,Yes,Yes,No,14364865
2977,7,4.0,3,0.0,52,10.6,Townhouse,High,Unfurnished,Yes,No,No,27351026
5509,7,1.0,1,3.0,41,14.6,Apartment,High,Semi-Furnished,No,No,No,46277023
6018,1,2.0,2,2.0,7,30.5,House,Medium,Semi-Furnished,No,No,No,45731197
6434,2,1.0,3,1.0,13,19.1,House,Medium,Furnished,No,No,Yes,52898098
6245,4,4.0,3,0.0,12,34.9,House,Low,Semi-Furnished,No,No,Yes,50630081
3813,1,1.0,2,2.0,8,29.7,House,Premium,Furnished,Yes,No,No,34325210
1662,3,3.0,3,3.0,9,39.0,Apartment,High,Unfurnished,Yes,No,Yes,15615595
5526,2,4.0,3,0.0,17,35.7,Apartment,High,Semi-Furnished,No,Yes,No,43066501
5299,7,5.0,3,0.0,30,10.9,House,High,Furnished,Yes,No,No,47928614
6441,1,2.0,1,1.0,21,26.7,Townhouse,High,Unfurnished,Yes,No,Yes,51470605
4388,2,1.0,1,2.0,23,1.8,Apartment,Low,Furnished,Yes,No,No,36542363
1306,2,4.0,1,1.0,13,39.7,Apartment,Medium,Unfurnished,Yes,Yes,No,10093530
3492,2,1.0,3,1.0,8,11.2,House,High,Semi-Furnished,No,Yes,Yes,33046694
3161,4,1.0,2,1.0,54,26.9,Townhouse,,Unfurnished,Yes,No,No,21617084
5549,3,5.0,1,0.0,32,34.1,House,Low,Semi-Furnished,No,Yes,Yes,44531123
2825,7,5.0,2,0.0,12,7.3,Apartment,Medium,Furnished,No,No,No,25878570
2437,2,,1,0.0,44,34.1,House,High,Unfurnished,No,No,No,20919467
934,4,5.0,3,2.0,45,1.5,House,High,Unfurnished,Yes,No,Yes,14228939
5504,5,1.0,2,3.0,53,18.2,House,Low,Unfurnished,No,Yes,No,39760349
5019,5,1.0,3,,8,19.4,Apartment,Premium,,Yes,No,No,43499425
699,6,2.0,1,0.0,35,15.6,Apartment,Low,Semi-Furnished,Yes,No,No,5522304
3074,2,1.0,2,1.0,53,23.9,Apartment,Medium,Furnished,No,No,No,21305664
3352,4,5.0,1,3.0,44,36.7,House,Premium,Unfurnished,Yes,No,No,29952523
3289,6,1.0,3,,12,13.8,House,High,Semi-Furnished,Yes,Yes,No,30825045
6009,7,3.0,2,,49,23.6,Apartment,,Semi-Furnished,No,No,No,49563629
1361,5,5.0,2,2.0,23,35.2,House,High,Unfurnished,Yes,Yes,No,14610785
2303,5,4.0,2,1.0,26,31.1,Villa,High,Unfurnished,No,No,Yes,24725910
1544,7,2.0,1,1.0,30,2.6,Apartment,Medium,Semi-Furnished,Yes,Yes,Yes,18138422
1926,5,3.0,3,1.0,42,37.8,House,Medium,Semi-Furnished,No,Yes,No,15773484
5937,7,3.0,2,1.0,6,2.8,House,Premium,Furnished,Yes,No,Yes,57127327
6141,1,4.0,3,2.0,29,24.0,House,High,Semi-Furnished,Yes,No,Yes,50629902
720,3,3.0,1,2.0,44,23.4,Townhouse,Medium,Semi-Furnished,No,No,Yes,7504919
4274,1,2.0,1,0.0,30,31.7,Townhouse,Medium,Furnished,No,No,Yes,33517867
1858,1,4.0,3,0.0,15,6.8,Apartment,Medium,Furnished,Yes,No,No,18257341
1614,4,5.0,1,1.0,3,8.0,Apartment,Medium,Furnished,Yes,Yes,No,19506867
2216,2,3.0,1,3.0,30,30.3,Apartment,High,Unfurnished,Yes,No,Yes,19460938
1626,3,1.0,3,0.0,38,6.8,Apartment,Low,Furnished,Yes,No,No,12656875
3415,4,3.0,1,0.0,30,19.3,House,Medium,Furnished,No,No,Yes,30374243
6473,5,,1,2.0,53,29.5,Townhouse,Premium,Furnished,Yes,No,Yes,56229418
3997,7,5.0,2,1.0,33,26.4,Townhouse,Medium,Semi-Furnished,Yes,No,No,36511214
4825,6,,1,0.0,27,9.2,Apartment,,Furnished,Yes,No,No,41010379
3434,3,1.0,1,0.0,3,12.9,House,Medium,Semi-Furnished,No,Yes,Yes,32070740
534,3,3.0,1,2.0,30,38.8,Apartment,Low,Semi-Furnished,Yes,No,No,4240142
958,6,5.0,1,2.0,9,18.5,House,Medium,Semi-Furnished,Yes,No,Yes,14439771
2076,1,5.0,1,2.0,39,2.7,Apartment,,Semi-Furnished,Yes,No,Yes,18322304
1924,4,1.0,3,1.0,8,,Townhouse,Low,Semi-Furnished,Yes,No,No,18062989
5535,3,,1,,49,14.4,Villa,Low,Unfurnished,Yes,No,No,44749731
5553,2,,1,3.0,16,40.0,Apartment,Medium,Unfurnished,Yes,No,No,42319613
5617,5,1.0,1,1.0,23,12.8,House,Low,Semi-Furnished,Yes,No,Yes,45217076
4307,3,5.0,2,1.0,7,2.0,House,Premium,Semi-Furnished,Yes,Yes,No,44448954
3814,2,1.0,3,0.0,11,21.0,Villa,Low,Semi-Furnished,No,No,No,32184294
4377,5,4.0,2,2.0,50,4.3,House,Medium,Furnished,Yes,No,No,38981809
2911,2,5.0,1,0.0,15,11.7,Apartment,High,Furnished,Yes,Yes,No,27544177
4504,5,4.0,1,0.0,28,39.7,House,Low,Semi-Furnished,Yes,Yes,No,36582425
5256,2,4.0,2,2.0,53,28.5,Apartment,Medium,Unfurnished,Yes,No,No,39792996
5065,4,2.0,1,0.0,34,3.0,House,High,Semi-Furnished,Yes,Yes,Yes,45658813
4163,6,5.0,3,,2,18.5,Apartment,Medium,,Yes,Yes,No,40366987
801,2,3.0,3,1.0,19,7.7,House,Medium,Semi-Furnished,Yes,No,Yes,11181642
4835,6,1.0,2,1.0,21,5.8,Villa,High,Furnished,Yes,No,Yes,46024163
2667,6,2.0,3,2.0,15,23.9,Apartment,High,Furnished,Yes,No,Yes,28103428
4949,7,2.0,1,2.0,13,20.7,House,Medium,Unfurnished,Yes,No,Yes,42028388
3714,2,3.0,1,1.0,27,30.0,House,Low,Semi-Furnished,Yes,Yes,No,29965990
5781,6,2.0,3,3.0,20,35.8,Apartment,,Semi-Furnished,Yes,No,No,45051352
2497,7,3.0,3,3.0,16,,House,,Semi-Furnished,Yes,No,No,25422505
6084,6,3.0,1,0.0,22,37.0,House,Medium,Unfurnished,Yes,No,No,46564795
5559,2,2.0,2,2.0,18,,House,Low,Unfurnished,Yes,No,No,43953729
2453,6,4.0,1,1.0,12,11.1,Villa,Medium,Unfurnished,Yes,Yes,No,27365319
3369,1,2.0,2,3.0,24,34.0,House,Premium,Semi-Furnished,Yes,No,No,30334692
3664,5,4.0,3,1.0,51,2.4,House,Low,Unfurnished,Yes,No,Yes,33007755
5100,4,2.0,3,1.0,27,22.8,Apartment,Low,Semi-Furnished,Yes,No,No,40112134
4619,4,5.0,2,2.0,32,29.1,Apartment,Medium,Semi-Furnished,No,Yes,No,37028189
5604,4,2.0,3,,54,11.9,Apartment,High,Semi-Furnished,Yes,Yes,No,46876772
2687,1,1.0,2,0.0,33,34.7,Townhouse,Medium,Furnished,Yes,No,No,20341347
3503,4,1.0,3,2.0,12,10.4,Townhouse,High,Semi-Furnished,Yes,No,No,32322798
3056,7,5.0,1,1.0,21,33.8,Villa,Low,Unfurnished,Yes,No,No,28597867
5952,4,5.0,2,2.0,26,4.1,Apartment,Medium,Furnished,No,No,No,50625133
2295,2,2.0,2,2.0,26,7.2,House,,Furnished,Yes,No,No,20871500
4002,7,4.0,2,3.0,8,15.9,Villa,Medium,Semi-Furnished,Yes,No,Yes,40008621
1177,1,3.0,1,3.0,5,34.3,House,Medium,Semi-Furnished,Yes,Yes,No,13118910
5594,4,1.0,1,2.0,19,6.6,Apartment,High,Unfurnished,Yes,No,No,47562199
2774,4,3.0,3,2.0,50,35.1,Townhouse,Medium,Semi-Furnished,No,No,Yes,22737230
2510,4,4.0,1,3.0,39,10.0,Apartment,,Unfurnished,Yes,Yes,Yes,24769540
3976,7,5.0,2,0.0,46,18.6,Apartment,Low,Semi-Furnished,Yes,No,Yes,32118859
3467,3,5.0,2,2.0,9,14.8,Townhouse,Medium,Unfurnished,Yes,Yes,No,34092629
5580,7,1.0,2,3.0,22,5.6,House,Medium,Semi-Furnished,Yes,No,No,48624708
3665,1,2.0,1,0.0,31,37.8,House,Medium,Unfurnished,Yes,Yes,No,27617756
